Review,Class
বইটাতে হয়তো সেই সময়কার ইতিহাস কিছুটা থাকতে পারে। এই ভেবে আমিও শুরু করসিলাম । হতাশ!,0
"গত দেড় বছরে সবচেয়ে বেশি হতাশ করা বই। কেবল শেষ পৃষ্ঠা ছাড়া পুরো খন্ডই মনে দাগ কাটেনি। ঐতিহাসিক উপন্যাসের চরিত্র যখন শেখ মুজিব আর তাজউদ্দীন হন, প্রত্যাশা তখন আমার আকাশচুম্বী থাকে। প্রচুর বইটই ঘেঁটে লেখা, বোঝা যায়। সেই বইগুলোর কিছু পড়েছি। অতএব কল্পনা বিস্তারের যে সুযোগগুলো লেখক নষ্ট করেছেন, তাও খারাপ লেগেছে। লেখকের প্রচেষ্টায় সাধুবাদ জানাই, তবে মনে হয়েছে- যেন দুর্দান্ত একটা প্লটের অপমৃত্যু হলো বইটায়।",0
জঘন্য একটা বই!,0
"লেতালেতা ধরনের কাহিনি! মেয়ে কঠিন ভাব ধরে আছে যে প্রেম করবেনা। আসল কাহিনী মনে হচ্ছে যে ক্লাস ২ থেকে প্রেম করার জন্য বসে আছে, সুযোগের অভাব মাত্র! এখনো পর্যন্ত কোন চরিত্র খুব ভালো লাগেনি! প্রত্যেকটা অধ্যায়ের শুরুতে সুন্দর কিছু কবিতা আছে। কবিতাগুলা ভালো লাগসে বেশ! আমি শেষপর্যন্ত অপেক্ষা করতেসি যে শেষমেশ কোন চরিত্রর উপরে মায়া লাগে নাকি ঘুসি মেরে নাক ফাটায় ফেলতে মনে চায়!",0
"-কেমন লেগেছে পেণ্ডুলাম?-ভালো লাগেনি।প্লট বেশ সুন্দর, আকর্ষণীয়। শুরুটা দুর্দান্ত। বইয়ের গতিও বেশ ভালো। কিছু ছোট ছোট টুইস্ট আসলেই ভালো। কিন্তু মাঝের কিছু অংশ এবং শেষ দুটোই আমার কাছে জঘন্য লেগেছে। মায়া চরিত্রটার শুরুটা চারু আহসান চরিত্রের সাথে ভারসাম্য রেখে সমানগতিতে হলেও মাঝের পর থেকেই এই চরিত্র একেবারে সাদামাটায় রুপ নেয়, ভালো লাগেনি ব্যাপারটা। নাজিম ভাই এই বইটা নিয়ে পেণ্ডুলামের মতই দোলাচলে রেখেছিলেন বইমেলা থেকে। একটা হাইপের সৃষ্টি হয়েছিলো। হয়তোবা আমি বেশি আশাবাদী ছিলাম তাই হতাশ হয়েছি। অথবা বই প্রকাশের চাপ থেকেই শেষটা তড়িঘড়ি করে শেষ করে দেয়া হয়েছে। নাজিম ভাইর অন্যান্য বইয়ের মতই শেষটা আরেকটু গতিময় এবং মারাত্মক একটা টুইস্ট হলে এই বইটাও খুব ভালো একটা মৌলিক হতে পারতো..... ",0
"নাজিম ভাইয়ের বইকে দুই তারা দিতে হবে কখনও ভাবিনাই। প্রচন্ড হতাশ হইসি। বোধহয় নাজিম ভাই নিজের স্ট্যান্ডার্ড এতটাই উপরে নিয়ে গেসেন যে পেন্ডুলামের মত বই এক্সপেক্টেশন মিট করতে পারেনা। গতানুগতিক কাহিনী, দুর্বল এন্ডিং, অস্পষ্ট কাহিনী, টুইস্টের অভাব- সব মিলিয়ে মোটেও নাজিমউদ্দীন-ক্লাস উপন্যাস নয়।",0
"শুরুটা যতটুকু প্রমিসিং, শেষটা তত বেশি ডিসেপয়েন্টিং। খুব সুন্দর প্লট বিল্ড আপ আছে, সুন্দর সাসপেন্স আছে, কিন্তু গ্রহন যোগ্য সমাপ্তি নেই। নাজিম ভাইয়ের কাছ থেকে আরো ভালো কিছু আশা করেছিলাম।তবে চারু চরিত্রটিকে বেশ ভালো লেগেছে, বইয়ের একমাত্র পজিটিভ দিক এটাই। মায়া চরিত্রটি জাস্ট রাখার জন্যই রাখা। অথচ মায়াকে একটি শক্তিশালি চরিত্র হিসাবে গড়ে তোলা যেত। তাতে হয়তো উপন্যাসটি সত্যিকার অর্থেই অতিপ্রাকৃত উপন্যাস বলা যেত।সব মিলিয়ে আরো ভাল আশা করেছিলাম, বেশি ভালো লাগেনি",0
"শুরুটা যতটা ভাল ছিল, শেষটা ততোটাই বাজে ছিল।",0
এ কেমন প্রেম? এ কেমন ভালোবাসা? এ কেমন শ্রদ্ধা? এ কেমন ঘৃণা? এ কেমন গল্প? কারো চরিত্রেরই কোন কন্সিস্টেন্সি নাই! পুরাই ...... হয়ে গেলাম!!,0
"অনেক চরিত্র, অনেক ঘটনা, কিন্তু সব কিছুই অগোছালো! অপ্রয়োজনীয় কথা বড্ড বেশি!",0
অনুবাদ এর মান আরো ভালো করা উচিত ছিল।,0
জঘণ্য একটি বই। হুমায়ুন স্যারের কাছে এধরনের বই কখনো প্রত্যাশিত নয়,0
"প্রায় প্রতি পৃষ্ঠায় বানান ভুল! কয়েক জায়গায় তো বাক্য গঠনই হয়নি। দায়সরাভাবে কাজ সারা হয়েছে। আর সবচেয়ে বড় কথা- বইয়ের কনসেপ্ট মৌলিক নয়। বিটিভিতে আগে একটা টিভি সিরিজ দেখাতো। একটা মেয়ে সমুদ্রের নীচে অনেকক্ষণ থাকতে পারে, তিমি মাছের সাথে তার গাঢ় বন্ধুত্ব। ‘সেরিনা’ নামের বইটাতেও সেইম কাহিনি। জাফর সাহেব খুব যত্ন সহকারে কনসেপ্টটা মেরে দিয়ে একটু ঘুরিয়ে-পেঁচিয়ে উপস্থাপন করেছে এই আরকী! ",0
"বইটা বেশি ভালো হয়নি। সায়েন্স ফিকশন এর একটু ছিটেফোঁটা আছে, আর বাকি সাধারণ কিশোর উপন্যাসের মত। নতুনত্ব নেই।",0
আমার জীবনের পড়া সব থেকে বাজে বই গুলোর ভিতর এই বই টা একটা ! পড়ে শেষ করে কেবল মনে হয়েছে সময়টাই অপচয় করলাম ! এই বইটা নিয়ে অনেক বেশি আশা ছিল যার কিছুই পূরন হয় নাই !,0
এবজার্ড ফিনিশিংয়ের জন্যে বইটা একদম নষ্ট হয়ে গেছে।,0
জাফর ইকবাল স্যারের অন্যান্য বইয়ের মতো এই বইটা অতটা ভালো লাগল না। বইয়ের নামের সাথে বিষয়বস্তুর অতটা মিল পেলাম না। প্রথম দিকে কিছুটা প্রেত নিয়ে কথা থাকলেই পরে গিয়ে বিষয়ের আর মিল খুজে পেলাম না।,0
আমি এই উপন্যাস থেকে শিখেছি .. !! অত্যধিক অপ্রয়োজনীয় বিস্ফোরণ শিট ... একটি বিরক্তিকর বই !! হাহ,0
"ছোটবেলায় বড় কাজিনদের বইয়ের আলমারিতে দেখতাম বইটা। অনেক বই নিতাম চেয়ে পড়ার জন্য, কিন্তু এই বইটা নিতে পারতাম না। লজ্জা লাগত। কী যে লোভ করছি বইটা পড়ার জন্য। এখন পড়ে মনে হলো ভাগ্য ভালো তখন পড়ি নাই। এখনও না পড়লে আরও ভালো হতো। সময় নষ্ট।",0
"ভাষাটা কঠিন, সাধুভাষা পড়ার অভ্যাস না থাকলে শেষ করা কঠিন।দেবী চৌধুরানীর সাথে কিছুটা মিল পেয়েছি- স্বামী বিতাড়িত স্ত্রীর বহু দিন পর স্বামীর সাথে দেখা হওয়া এবং স্বামীর তাকে চিনতে না পারা। বরং দেবী চৌধুরানীর সমাপ্তি আমার এর চেয়ে ভালো মনে হয়েছিল।",0
"এইটা একটা উপন্যাস, মুক্তিযুদ্ধ আশ্রিত ব্যবসায়িক সেইফ সাইড কোমল উপন্যাস। কিন্তু এটি মুক্তিযুদ্ধের উপন্যাস নয়। এই কথাটা মনে রাখলেই পড়তে বেশ লাগে। কিন্তু হলোকাস্ট নিয়ে ইহুদীরা যেমন সচেতন, আমি মুক্তিযুদ্ধ আর রাজাকার - পাকিস্তানীদের ভূমিকা নিয়ে তার চেয়ে বেশি সচেতন। এইটুকুই রিভিউ, আর এইটাই নিম্ন রেটিং এর প্রধান কারণ।",0
এই বইটি কিনেছিলাম আশা নিয়ে কিন্তু কিনে খুব আশাহত হলাম। কারন এই বইটাতে কাজের চেয়ে এড বেশি।,0
পৃথিবীর সবচেয়ে জঘন্য অনুবাদকৃত বই ।,0
"যদি আপনি আমাকে জিজ্ঞাসা করেন, মুক্তিযুদ্ধের একটি সম্পূর্ণ মূঢ় স্মৃতি। একটি 'পুরোপুরি' অবিসংবাদিত গল্প-বলার অপেক্ষা রাখে না। ভয়ানক বর্ণনা। এটা পছন্দ হয়নি!",0
বালমার্কা উপন্যাস।,0
"নারী নির্যাতনের একজন সাক্ষদানকারীর দেয়া জবানবন্দীকে উনি প্রশ্ন বিদ্ধ করে বলেছেন – “এই যে বলা হয়, মেয়েদের বই খাতা কলমসহ গ্রেফতার করা হয়েছিল—একাত্তরে তো মেয়েদের পথে বের হবার-ই কথা নয়, স্কুল কলেজ বিশ্ববিদ্যালয় সব বন্ধ ছিল তখন। তাহলে বইখাতা হাতের এই স্কুল কলেজের ছাত্রছাত্রীরা এই পাকবাহিনীর নির্যাতন ক্যাম্পে আসে কিভাবে?” এই একটিমাত্র মিথ্যাচারই যথেষ্ট বইটিকে শূন্য রেটিং দেওয়ার জন্য।আর যদি বলেন শুধু গল্পের বই হিসেবে দেখতে ,না ,বিষয় যখন মুক্তিযুদ্ধ তখন আপনি গল্পচ্ছলেও যদু মদু বলতে পারেন না। মুক্তিযুদ্ধ নিয়ে পড়া তীব্র অপছন্দের একটি বই। এককথায় আসলেও অপন্যাস।",0
প্লটওয়াইজ একটি ভালো বই হওয়ার পটেনশিয়াল ছিল।কিন্তু বিরক্তিকর চরিত্রগুলোর জন্য ব্যর্থ হয়।রেমি ও ধ্রুবর গালে নিজ হাতে দুইটা চড় দিতে পারলে বইটাকে নিঃসন্দেহে ৫ তারা দিতাম।,0
"এই রকম জঘন্য বই লিখতে হলে আলাদা ধরণের প্রতিভা লাগে, লেখক আরিফ আজাদের এই প্রতিভা আছে। আমার খুব ইচ্ছা আরিফ ব্রো'র সাথে একদিন সাক্ষাত করার। উনি কী খায়, কীভাবে ঘুমায়, ডান দিকে নাকি বা দিকে পাশ ফিরে শোয় তা জানার খুবই ইচ্ছা করে।",0
"হাস্যকর। অতি হাস্যকর। তারপর আসে...............আগেরবার ১/৩ পড়েই ফেলে দিয়েছিলাম, ইচ্ছা হয়নি।মনের বিরুদ্ধেই এবার শেষ করলাম।যুক্তি যখন অযৌক্তিক হয় তখন এইরকম লেখা যায়।(ব্যক্তিগত মতামত।অফেন্ডেড হলে নিজ দায়িত্বে) :",0
যুক্তিগুলো খুব দূর্বল!,0
এরকম বাজে আর স্ববিরোধী বই দেখিনি। বলা বাহুল্য বই পুরোটা শেষও করিনি।,0
কমেডি বই হিসেবে ভালোই। যুক্তিগুলো logical fallacy তে ভরা। পুরোটা পড়ার রুচি হয়নি।,0
মনে হচ্ছিলো জোর করে লিখেছে বইটা আর শেষটাও জোর করেই করা হয়েছে। ,0
আমি আমার আশানুরূপ কোন যুক্তিসম্পন্ন সমাধান এই বই থেকে পাই। এ বইটায় কভার পেজে যা বলা হয়েছে তার কোন প্রতিফলন বইয়ের ভিতরে লক্ষ্য হয় নাই।,0
বইটি পড়ার পর নিজের মাথার চুল ছিড়তে ইচ্ছে করছিল...... :3,0
ভালো লাগে নাই। মিসির আলি সিরিজের অন্যতম বাজে একটা বই।,0
"ফ্ল্যাপে লেখা অনুযায়ী লেখক এ বইটা লিখতে যেয়ে খুব আনন্দ পেয়েছেন, কিন্তু পাঠক হিসেবে বইটা একদমই সুখাদ্য মনে হয় নি।  মিসির আলি আনসলভড বইতে ৭ টি মত ছোট ছোট কাহিনী আছে যেখানে হয় লেখক এবং মিসির আলির কথোপকথন এর মাধ্যমে গল্পের কাহিনী বলা হয়েছে কিংবা মিসির আলি নিজেই তার আনসলভড গল্পের কাহিনী বলেছেন।  মিসির আলি সিরিজের বাকি বইগুলোর মত এক্সপেকটেশন নিয়ে এ বই পড়া শুরু করলে হতাশ হতে হবে বলে আমার মনে হয়। আনসলভড গল্পের কাহিনী বলেই যেই খুব রোমহর্ষক কিছু ছিল এমন একদমই না। দু-একটা কাহিনী বাদে বাকিগুলা ভালো লাগে নাই...",0
মিসির আলী সিরিজের দ্বাদশ বই| মিসির আলীর এই বইটা ভালো লাগলো না সেরকম|,0
বানানের তেমন কোন বালাই টালাই নেই। কিছু কিছু জায়গায় বাতিঘরকেও হার মানিয়ে দেবে মনে হয়েছে,0
মিশির আলী সিরিজের বই. আমার খুবই বাজে লাগছে!,0
ভালো লাগলো না :(,0
"নামটা দেখে খুব পড়তে ইচ্ছা করলো। কিন্তু নামের মত বইটা ততটা আকর্ষন করলো না! সত্যি বলতে, শেষের দিকে বিরক্তি আর শেষ পাতায় এসে লেখকের উপর বেশ রাগ হলো। নাহ্ একদম মজা পাইনি। উপন্যাসের পরিণতি বড়ই উদ্ভট।",0
পড়তে পড়তে বিরক্ত লাগছিলো।বিশেষ কিছুই নেই,0
Pure trash. এইটার নাম দেয়া উচিত ছিল 'আমার আছে ঢং'। নায়ক-নায়িকা থেকে শুরু করে সব কয়টা চরিত্র ঢং-ঢাংয়ের উপরেই থাকে। এই বইগুলির জন্য অন্তত গুডরিডসে নেগেটিভ রেটিং দেয়ার ব্যবস্থা থাকা উচিত ছিল।,0
বইয়ের লেখা এত ছোট কেন? বানানে অনেক ভুল সহজ অনুবাদ মোটেও হয়নি আর বইয়ের কভার এরকম কেন ভাই বইয়ের কোয়ালিটি ভাল করেন প্রয়োজনে বেশি দাম রাখেন তাও নিতে ইছুক আমি বইটি কিনেছি বার্ট এখনো পড়া হয়নি কারন বইয়ের কোয়ালিটি দেখলে পড়ার আগ্রহ হারায় ফেলি,0
বইটা পড়ে শুরু থেকে শেষ পর্যন্ত কেবল হতাশই হলাম। একবিন্দু ভাল লাগাতে পারিনি বইটাকে।  এবং গল্পের শেষটা বিরক্তির ষোলকলা পূর্ণ করল।,0
"পরিণতির দিক টা এমন না হলে রেটিং এতো কম দিতাম না। ফিনিশিং ভালো লাগে নি। হুমায়ূন আহমেদের চিরাচরিত উপন্যাসগুলোর মতোই সাবলীলভাবে গল্প এগিয়েছে। একেবারে সাদামাটা গল্প, কোনো রহস্য নেই। শেষ অব্দি লেখক যে জীবনদর্শন তুলে ধরলেন, তাতে কেবল বিতৃষ্ণার পারদটাই বেড়েছে।",0
ই বইটা পড়ে যে কি ভয়ানক বিরক্ত হয়েছিলাম! উফ!,0
এতো প্যানরপ্যানর :/,0
"লেখকের ভাষা, শব্দ, উপমা নির্বাচন প্রশংসাযোগ্য কিন্তু উপন্যাসের ভিতরে কিছু নেই। বইয়ের মাঝখানে গিয়েও মনে হল কাহিনী কই? অধিক রোমান্টিকতা সম্বলিত বইটি বাঙালী পাঠকসমাজে এত জনপ্রিয়তা প্রাপ্তির হেতু বুঝতে পারলাম না।",0
"গল্পে কোন টুইস্ট নেই। বেশিরভাগ সময় ই বিরক্তির উদ্রেক করেছে। তবে গল্পের একদম শেষ ভাগে কিছুটা হলেও লেখক তার মনের ভাব ফুটিয়ে তুলতে পেরেছেন। উপন্যাস না বলে চিঠি সংকলন বলা যেতে পারে, তবে বিরক্তিকর চিঠি। চরিত্রগুলো আর ও শক্তিশালী হতে পারত। গজানন, মেজদি চরিত্রগূলো আর ও ভাল্ভাবে লেখা সম্ভব ছিল মনে করি। লেখক বিভিন্ন জায়গার ঘুরতে যাওয়ার কথা বলেছেন, যেখানেই গেছেন সেখানেও শুধু তার এবং মেমসাহেবের অন্ধ প্রেমের ই বিবরণ ছিল। পারিপার্শ্বিকতা আর ও একটু বিবেচনা করলে বোধ করি বইটি সাধারণ মানুষের কাছে আর ও গ্রহণযোগ্য হত। বইটির বর্তমান রেটিং ই বলে দেয়, পুস্তক হিসেবে বিভিন্ন জনের কাছে বইটি বিভিন্নভাবে গৃহীত হয়েছে।",0
সবার কাছ থেকে এই বইয়ের কথা শুনতে শুনতে পাগল হয়ে গিয়েছিলাম বইটা পড়ার জন্য। যতটা আগ্রহ নিয়ে পড়তে বসেছি তার চেয়েও বেশী বিরক্ত হয়েছি। লুতুপুতু টাইপের প্রেমের গল্প। এই বই পড়ার বয়স নাই আর।,0
"বইয়ের শুরু থেকেই বোঝা যাচ্ছিল, মেমসাহেব আর নায়কের ""happily ever after"" হয়নি । তা স্বাভাবিক ভাবেই মনে হয়েছিল, অন্য কারো সাথে মেমসাহেব এর বিয়ে হয়েছে। কিন্ত যখন দেখলাম বিয়ে কোন সমস্যা না, আবার বারবার খোকন খোকন করছে, তখন বুঝলাম খোকন সংক্রান্ত সমস্যা হবে। তবে যা হয়েছে বা যেভাবে হয়েছে, সেটা ঠিক আশা করিনি!  তবে মেমসাহেব এর সাথে পরিচয় থেকে শুরু করে সবকিছুই অতি নাটকীয়তায় ভরা। তাছাড়া তখনকার সমাজে মেমসাহেব থেকে শুরু করে তার মা, মেঝদি, সবাই এত supportive, এত liberal এই ব্যাপার টাও ঠিক স্বাভাবিক লাগেনি, আরোপিত লেগেছে। মনে হয়েছে, প্রকৃতি কে দোষ দেয়ার জন্য ইচ্ছা করে সমাজকে ভাল সাজাচ্ছে!  তবে সেই আমলে এই বই এত জনপ্রিয় হল, মানুষ মেমসাহেব কে অসতী বলে ছুঁড়ে ফেলে দিল না কেন তাই ভাবছি! ",0
কি যে কষ্ট করে বইটা শেষ করেছিলাম সেটা মনে পড়লেই বিপি হাই হওয়ার অবস্থা হয়!! এত্তো প্রেম! এত্তো! -_-,0
লুতুপুতামির শেষ। ভেরি মাচ ওভারহাইপড। কিন্তু পড়তে ক্যান জানি খারাপ লাগে নাই।,0
পুরা ফালতু অনুবাদ। সাটেল কে সাবটেল বানাইয়া দিসে.....গোরায় গলদ,0
এটা হচ্ছে সেই মহান পুস্তক যেটা (বহু কষ্টে) শেষ হবার সঙ্গে সঙ্গে খাটের নিচে ছুঁড়ে ফেলেছিলাম। এপিক স্মৃতি! প্যানপ্যানে পেমের একটা প্রথম শ্রেণীর 'নিখাদ ফালতু' বই।  এটা নিয়ে কিছু বলা/ লেখা মানেও টাইম লস। এক তারার নিচে কিছু থাকলে তাই দিতাম।,0
"আমি শেষ করলাম, অবশেষে আমি ইহাকে শেষ করলাম :/ বিরক্তিকর ,দীর্ঘ ক্লান্তিকর এক বই। মনের ভিতরে রোমান্টিসিজমের ছিটে ফোটাও অবশিষ্ট থাকলে এই বই পড়ে সেটা ইন্তেকাল করেছে।  বই পড়া বেশির ভাগ মানুষের কাছেই সময়ের অপচয় আর মেমসাহেব এর মত বই পড়াটা সময়ের নির্মম অপচয়!!! আপাতত বেশি কিছু বলার ও এনার্জি নাই -_-",0
ওরে প্রেম.. ওরে কান্দন.. ওরে পতিব্রতা নারী জীবনের সার্থকতা..,0
"অতি খাজা বই। ২০০ পৃষ্ঠা জুড়ে একই ঘ্যানঘ্যান, মেমসাহেব অমুক মেমসাহেব তমুক। মেমসাহেবের মতো মেয়ে আর হয় না, কিন্তু কেন যে হয়না সেটা বুঝতে গোটা বই পড়ে ফেলার পরও পাঠক সংশয়ে। প্রথম নিমাই ভট্টাচার্য, অত্যন্ত হতাশ।",0
ফালতু লুতুপুতু প্রেমকাহিনী,0
"অনেক নাম-ধাম শুনেছিলাম বইটার। কিন্তু পড়ার পরে সেই ""Hype"" এর কিছুই অবশিষ্ট থাকেনি। কেমন যেন সস্তা প্রেম কাহিনী মনে হলো। শুরু দিকটা কিছুটা ভালো লাগলেও শেষমেশ আশাভঙ্গ! ",0
বইটা ভালো হয় নাই।,0
"ভাবতেই শিহরিত বোধ করছি। ইহাও একটি বই? আজকাল ফেমাস লোকেরা যা দিবে পাঠক তাই খাচ্ছে। বড়ই তাজ্জব লাগে। জনপ্রিয়রা লেখক বনে গিয়ে বাংলা সাহিত্যকে এক বিষম মাত্রায় নিয়ে যাচ্ছে যা কয়েক বহর পর করুণ আকার নিবে। ফেইসবুক স্ট্যাটাস হয়ে যায় বই; একটা লিস্ট হয়ে যায় বই। আজব, বড়ই আজব।",0
খুবি খারাপ অনুবাদ...বইটি কিনে হতাশ।,0
"এটাও বই, মানুষ এটাও কিনে! কি বলবো, ফেস ভ্যালু পাইসে, গোবর-মূত্র এখন যা ই ছাপাবে, কিছু মানুষ কিনবে।",0
Google করলেও এর থেকে ভালো ইনফরমেশন পাওযায়। ফালতু বই।,0
পুরো অগোছালো,0
"বোঝাই যায় গরুর পাছা লেখক (!) জাহিদ মিয়ার খুব পছন্দের। তাই (প্রিভিউয়ে দেখলাম) ২৯-৩০ নম্বর পেজে ৮বার গরুর পাছা শব্দের উল্লেখ আছে। মাফ চাই, দোয়াও চাই, এই জঘন্য বই পড়তে চাই না। এত অরুচিবান মানুষ আমি না। আর যারা ধূমায়ে এই বই কিনেছেন, তারা হচ্ছে সেই সকল গরু, যাদের পাছায় জাহিদ সাহেব ক্রমাগত চাটি মেরে যাচ্ছেন। বলদ জাহিদ সাহেব ও তার বলদের পাল পাঠকদের জন্য একরাশ সমবেদনা!",0
"এই বই কোনো মেয়েই পড়তে স্বাচ্ছন্দ্য বোধ করবে না। কোনো মেয়েই তার পরিচিত মানুষজনদের বলতে পারবে না যে এই বইটি পড়ুন! অশ্লীল, নোংরা ও ফালতু একটা বই!",0
কুরুচিপূর্ণ শব্দে ভর্তি একটা বই।,0
ফালতু বই আমার টাকা নস্ট হইছে,0
"এত্ত বাজে ভাষা! এত্ত গালিগালাজ! বস্তাপঁচা একটা বই। ভালো দিক হচ্ছে গালির প্রকারভেদ জানতে পারবেন এই বই থেকে। যেমনঃ বাঞ্চোত বলা হয় ভালবেসে আর বাইঞ্চো* বলা হয় রেগে গেলে! এটা বই এর ভাষা, আমার কোন দোষ নাই।",0
আপনার কি টাকা বেশি হয়ে গেছে? বাসায় জায়গা হচ্ছে না?? তবে আপনার জন্য এই বইটি। টাকা নষ্ট করার মোক্ষম সু্যোগ এখনি!,0
"নামের সাথে বইয়ের কোনো মিল নেই। বইয়ে লেখা আছে ""তাবিজের কিতাব ও তন্ত্র মন্ত্র সম্ভার"", কিন্তু বইটিতে তন্ত্র মন্ত্র বলতে কিছুই নেই। বইটিতে তাবিজ কম বিভিন্ন আমল ও তার ফযীলত নিয়ে লেখা বেশি। তাই এটাকে তাবিজের কিতাব না বলে আমলের কিতাব বলাটাই ঠিক হবে। (বিঃ দ্রঃ - বইটা কিনে আফসোস করতেছি)",0
"থার্ড ক্লাস বই, কোন আগা মাথাই নাই এই বইয়েত কাহিনীর :)",0
"জঘন্যমানের অনুবাদ,,একদম যা ইচ্ছা তাই অনুবাদ করছে",0
"ফালতু টিউটোরিয়াল, পুরা টাকাটাই নস্ট",0
সবকিছু সবার জন্য না। একজন সত্যিকারের লেখক হাজারটা বই পড়ে অনেক সাধনার পর একটা বই লেখে। আপনাদের জ্বালায় জাতি ভালো লেখকদের থেকে বঞ্চিত হচ্ছে। লেখকদের মর্যাদা আর থাকছে না। ভাগ্য ভালো যে রবীন্দ্রনাথ নজরুলের শরৎচন্দ্রের মত লেখকদের আমলে এসব সেলিব্রেটি ছিল না। এই যুগে হলে এদের ঠেলায় তাদের বই আর বিক্রি হত না।,0
লেখকদেরকে এবং বই মেলাকে অপমান করার জন্য এই একটা বই এবং প্রচ্ছদ ই যথেষ্ট।,0
মনে যা আসতেছে সবাই তা লিখেই বই বের করে ফেলতেছে। আমাদের চিন্তাভাবনা কবে প্রসার হবে রে ভাই! সবাই দেখি মোটিভেশন নিয়ে ফালাফালি করতেছে।,0
"এরকম মনমানসিকতার মানুষ, যারা পড়াশোনা কিংবা লেখালেখির ধারে কাছেও নেই, তারাও শুধুমাত্র নিজের ইমেজ বিক্রি করে টাকা কামানোর উদ্দেশ্যে বই লেখা শুরু করেছে। যদি তাই হয়, তাহলে আমাদের বইয়ের/সাহিত্যের জগতের এক অন্ধকার জগতের শুরু হবে!",0
এই বই সরান এইখান থিকা।,0
"মহান ভাষার মাসে আমরা ভাষার বিকৃতি নিয়ে কত কথাই না বলি!! নিজের ভাষাটাকে শুদ্ধ রাখার কতই না প্রয়াস আমাদের। সেখানে অমর একুশের মত গ্রন্থ মেলায় ভাষার  বিকৃতি ঘটিয়ে একটি বইয়ের নাম "" বান্ধobi"" হয় কিভাবে??? সমালোচকরা এটা কিভাবে এড়িয়ে গেল!! এটা কি হল,  ইংরেজি নাকি বাংলা?? ভাষার মাসে এরকম ভাষার বিকৃতিতে তীব্র ঘৃনা প্রকাশ করছি। এক্ষেত্রে প্রকাশকদের আরো অনেকে বেশি সচেতনতা এবং ভাষার প্রতি ভালোবাসা থাকাটা একান্ত কাম্য।",0
"বাজে একটা বই, সব ধান্দা শেষ করে এখন আসছে বই লেখতে।",0
টাকা আছে বই লেখে পাবলিশ। করে গত কাল এক লেখিকার বই দেখলাম এত বাজে কবিতা ছি। নিজের ব্র‍্যান্ডিও শুধু। এবং নিজের বাবার পরিচিতি তে লিখেছে শিল্পপতি.......... আজ কাল টাকা আছে তো বই ছাপায়। আবার অনেকে বইয়ে মোটিভেশনাল বিক্রিও করে। ভালো আমাদের কি আমরা না কিনলেই পারি।,0
"আমার নিজের বই এতই বাজে যে আমি নিজেই ১ ষ্টার রেটিং দিবো। এতো বাজে লিখা জীবনেও দেখি নাই তাই নিজে লিখসি তোদের থেকে টাকা চুরি করার জন্য। বই কিনিস না, শুধু ৫ ষ্টার রেটিং দিয়ো আমারে রেজিস্টার কইরা। ধন্যবাদ সবাইরে।",0
ফাউল,0
"মাথায় গোবর নিয়ে কেউ লিখলে যা হয়। আর আমি বুঝতেছিনা, প্রকাশক কত টাকা খাইলে এই ধরনের একটা ফালতু বই প্রকাশ করে।",0
একটা প্রকাশনা কিভাবে এমন একটা বই প্রকাশ করে।,0
রকমারির এমন বই বিক্রি করাই উচিৎ হয় নি। আমরা সবসময় ভালো কিছু আশা করি রকমারি থেকে ,0
অখাদ্য,0
দয়া করে সবার কাছে অনুরোধ রইল বইটি না কেনার জন্য। হ-য-ব-র-ল। আপনাদের কস্টের টাকা নস্ট করবেন না।,0
ভাষার মাসে বাংলাকে এটা কেমন অমর্যাদা! এই বইয়ের প্রকাশনীকে জবাবদিহি করতে হবে স্রেফ টাকার লোভে তারা এরকম বই কীভাবে বের করে!,0
বাজে বই,0
ফালতু লোকের ফালতু বই!,0
"এই ধরনের বই, বইমেলা, বইমেলার পাঠক, বই মেলার লেখক সকলের জন্য অপমান! সস্তা জনপ্রিয়তার কুশ্রী উপস্থাপন।",0
ভাষার মাসে বাংলা ভাষার এমন চরম অবমাননা না করলেই কি নয়? খুবই দুঃখজনক। বাংলা একাডেমীর পক্ষ থেকে এই বই বিলুপ্ত করার দাবি জানাচ্ছি।,0
বাংলা ভাষাকে অপমানের জন্য এই একটি বই যথেষ্ট।,0
টিকটক করছিল সেটাই ভাল ছেলেরা মজা পেত হুদাই বই লিখতে গেল কেন ? কবিদের অসম্মান আর ২১ কে অসম্মান করার জন্যে এই টিকটক মাল গুলাই যথেষ্ট।। এদেরকে সবকিছু থেকে ব্যান করা হউক।,0
আজেবাজে টাইপ বই।ভাষা নিয়ে ফাইজলামি করা হয়েছে এই বই এ।,0
"ভাষার মাসে ভাষাকে নিয়ে এমন খেলাধুলা করার সুযোগ যে দিয়েছে তাদেরকেসহ ধিক্কার। বারবার অবাক হই এটা ভেবে যে, একটা প্রকাশনী কিভাবে এমন একটা বই পাবলিশ করলো!!! আর বাংলা একাডেমী!!!! ভণ্ডের দল বসে আছে সব এখানে। এদের মুখ দিয়া লালা ঝরা ছাড়া আর কিছুই বের হয়না।",0
বালের বই।রকমারির উচিত এসব আবর্জনা বাহিরে ফেলে রাখা,0
এসব আর্বজনাও কি বিক্রি করতে হয়? এরা কি ভাষা শহীদদের ত্যাংগের তাৎপর্য বোঝে? নোংরামির সীমা থাকা উচিত,0
